NameFirst,NameLast,CurrentHandle,CountryCode,WorldRanking,CountryRanking,TotalUSDPrize,TotalTournaments
Facundo,Canteros,Le Smart,ar,19525,145,2700.00,4
Gerardo,Alonso,Porky,mx,4764,20,26500.00,13
Marcelo,Ramones,Thyak,mx,5220,22,23500.00,12
Uri Schölderle,Latorre,Uri,uy,6594,3,17127.48,15
Jorge,Ivan Meza,NerzhuL,mx,4810,21,26100.00,12
Pål,Kammen,Polly,no,9448,75,10078.59,22
Bjoern,Maaren,Skurk,no,9813,80,9611.72,23
Markus,Karlsen,maak,no,13061,112,5863.41,19
Adrian,Johansen,hoyland,no,29693,308,1052.87,2
Ruben,Villarroel,RUBINO,no,829,11,181763.28,58
Harri,Kukkonen,reVicer,fi,22116,298,2070.04,13
Mikko,Välimaa,xartE,fi,2507,45,59326.01,83
Saku,Jokinen,SAGGERTON,fi,4740,86,26658.51,49
Daniel,Lee,dizza,us,18141,3548,3130.00,6
Yumin,Lee,Kr,us,28249,5470,1200.00,1
Ralf,Carneborn,Swift,se,21799,705,2141.02,4
Peter,Eriksson,log1c,se,49281,1589,250.00,1
Casper,Skaaning,caution,dk,21044,450,2325.63,10
Casper,Thunø,Lapez,dk,19057,407,2864.56,14
Wei,Chen,Victor,cn,23528,2257,1828.31,2
Shi Qi,Zhou,Senou,cn,23529,2258,1828.31,2
Nguyễn,Khánh Hiệp,Izumin,vn,33747,535,790.91,2
Lê,Hoàng Ngà,Egg,vn,24544,358,1658.12,5
Lê,Thanh Hà,Uzi,vn,11145,129,7705.95,5
Trịnh,Quang Đạt,MiHee,vn,37662,581,590.91,1
Đào,Tuấn Tú,YangSieu,vn,26153,376,1460.55,4
Nguyễn,Đức Mạnh,Melody,vn,37663,582,590.91,1
Leon Cing Hong,Goh,Epyonz,my,30529,228,1000.00,1
Kurt,Cristobal,Rebengga,ph,26995,205,1346.17,4
Diezmund,Par,IzE,ph,36858,291,611.11,1
John Winston,Hernaez,Misery,ph,18194,142,3111.11,2
Neil Cedric,San Juan,VYY,ph,9149,68,10581.09,10
Judge Gideon,Cruz,Astarte,ph,27662,211,1255.05,3
John Ryan,Subagan,Ghost,ph,36859,292,611.11,1
-,-,suuuuu,th,41121,697,454.55,1
Teerapong,Chuttrakul,Roron,th,32468,563,871.22,2
Thanat,Sukpan,jeno,th,41122,698,454.55,1
Terdkiat,Thunchokchai,leah,th,28177,506,1204.55,3
Chainathasiwakhun,Thaweruangwong,MED,th,41123,699,454.55,1
Jittawat,Uthumpruekporn,NVM,th,28178,507,1204.55,3
-,-,Rotee,th,41124,700,454.55,1
-,-,Mro,cn,17922,1809,3212.02,1
Harouna,Camara,XpReS,fr,39146,1684,508.21,2
David,Matthiasson,desp,se,14081,488,5034.40,4
Kristian,Nygren,ironbyte,se,40953,1308,460.13,1
-,-,Lucky,nl,46135,643,306.75,1
-,-,Sick,be,46136,279,306.75,1
Lasse,Hansen,Starhydra,dk,23401,506,1860.30,4
Johs,Schou,jrNy,dk,31769,638,926.68,4
Anders,Havn,VeDioN,dk,33048,664,821.50,3
Bo Brandt,Stisen,OnkleN,dk,33049,665,821.50,3
Peter,Frisk,caine,se,34856,1104,726.20,2
Olof,Wikström,badtaste,se,44397,1434,352.95,1
Olle,Lidström,Demonen,se,44398,1435,352.95,1
Daniel,Nordmark,Oblivion,se,44399,1436,352.95,1
Stefan,Nordberg,Legenden,se,24795,805,1608.60,4
Erik,Olson,Erks,se,47498,1531,287.57,3
Ilkka,Hurmerinta,ilbo,fi,32597,475,859.09,2
-,-,biggs,fi,27544,386,1272.73,4
-,-,Danziger,fi,32322,469,883.37,3
-,-,gRAZy,fi,32598,476,859.09,2
-,-,sheep,fi,28059,399,1220.89,3
Bjarke,Rasmussen,Bjarke,dk,15000,333,4548.46,3
Fredrik,Jansson,Survivor,se,9854,348,9531.31,11
Jukka,Lähtevänja,Chemi,fi,26408,368,1421.74,2
-,-,Creepbom,se,37704,1190,588.25,1
-,-,-,bg,0,0,0.00,0
François,Chuzel,sway,fr,48063,2088,274.84,1
David,Thalien,Dewid,fr,13544,532,5455.88,26
Alexis,Guillaumot,fAcecAt,fr,44771,1925,343.53,2
Romain,Daly,row,fr,34192,1432,751.74,6
Kevin,Ducourtioux,madc,fr,12609,497,6248.19,31
Joey,Schlosser,fxy0,fr,12467,492,6362.54,19
Michael,Zaidi,mK,fr,17559,696,3347.28,13
Alexandre,Lebozec,bistouflyy,fr,15506,617,4250.64,16
Sebastien,Perez,krL,fr,8999,358,10925.05,28
Bartosz,Tritt,Bartas,pl,13062,240,5862.65,4
-,-,Yoshi,ph,35583,280,687.40,1
-,-,Owey,ph,35584,281,687.40,1
-,-,LA.D1,ph,35585,282,687.40,1
Patrick,Pascua,JyC,ph,25395,193,1527.40,3
-,-,kc,ph,24447,188,1669.39,1
-,-,sk,ph,24448,189,1669.39,1
-,-,10,ph,24449,190,1669.39,1
-,-,as,ph,24450,191,1669.39,1
-,-,aOFfy,th,27938,494,1239.77,2
Kalin,Romanov,Kalin,bg,40240,153,498.60,5
Elodie,Gaillard,$hina,fr,20457,829,2482.58,5
Marion,Lopez,Mar1on,fr,18324,729,3067.70,11
Amélie,Raoul,AMe.,fr,64476,2919,83.31,1
Valérie,Quach,SaAku,fr,31918,1313,913.55,5
Olivia,Dorchies,sword,fr,64477,2920,83.31,1
Déborah,Teissonniere,tOrkA,fr,21842,882,2127.85,6
Charlotte,Sabah,Axiane,fr,64478,2921,83.31,1
Yannick,Analoro,P0My,fr,31869,1311,918.42,7
Romain,Lopez,kDj,fr,36746,1547,619.98,5
Christopher,Cavecchi,YiiKoN,fr,28706,1143,1163.66,10
-,-,RouaF,fr,34156,1430,755.27,1
Mateusz,Pietrzak,hG,fr,29856,1216,1035.70,5
Thomas,Aufresne,Origine,fr,47667,2057,283.85,1
Bryan,Gemler,Glon,us,32108,6196,900.00,2
Tim,Braren,Boyo,us,62339,12276,100.00,1
Yeong Cheol,Heo,irean,kr,26843,2137,1371.83,3
Jong Woo,Park,Innovation,kr,26761,2132,1382.11,1
Min Woo,Lee,Tatu,kr,61378,3582,102.38,1
Huai Cang,Zhang,Lantyr,tw,6721,128,16700.01,5
Che Ming,Chang,ArTie,tw,25226,414,1555.69,2
Trương,Hoàng Nam,Burning,vn,27014,401,1343.40,3
Wasan,Inon,AAey,th,49483,779,250.00,1
Phakthaphon,Pongnarusorn,Xllyra,th,39877,670,500.00,2
Tanarut,Thongdeetae,RoyHun,th,35941,604,666.67,2
Tanabodee,Taveeharutaisuk,NLgnz,th,39897,672,500.00,2
Ern Hsien,Lew,Virtuous,my,33933,274,773.81,2
Wei Wah,Chan,WahzleNs,my,22856,156,1993.22,5
Francis Kyle,Subido,Kappuchu,ph,50986,411,227.27,1
Josef Adrian,Cabero,H4T3,ph,23137,182,1912.85,8
Maqui,Sinco,Apathy,ph,50987,412,227.27,1
Pacifico Froilan,Pallasigui,PF,ph,36316,286,643.94,2
Rainier,Gomez,LittlePanda,ph,50988,413,227.27,1
Marvin Dan,Mansilungan,Chock,ph,32789,249,843.94,3
Judan Hipolito,Royeca,Vileroze,ph,36317,287,643.94,2
Ramon,Ramiro,Xarr,ph,50989,414,227.27,1
Ron,Tan,Ron,ph,50990,415,227.27,1
Chướng,Viễn Long,Navy,vn,35862,561,669.64,2
Ngo,Manh Quyeno,Aci,vn,44292,644,357.14,1
Ha,Quang Dong,Zerg,vn,34045,538,764.47,3
Hao Ming,Sun,Dragon,cn,14839,1535,4659.88,2
Hao Yi,Huang,Snowy,cn,17773,1792,3259.88,1
Jia An,Ni,Easy,cn,28687,2593,1164.24,1
Li Bin,Chen,YeLuo,cn,28688,2594,1164.24,1
Wen Xiao,Li,SS,cn,28689,2595,1164.24,1
JIiang,Li,Leon,cn,28690,2596,1164.24,1
Lin Jun,Chen,Jun,cn,28691,2597,1164.24,1
Yi Fan,Liu,Fan,cn,6411,703,17823.04,2
Zi Xiang,Que,Yi,cn,28692,2598,1164.24,1
Yu Long,Zhou,Hensen,cn,28693,2599,1164.24,1
Zi Kun,Huang,Mortred,cn,28694,2600,1164.24,1
Wen Jie,Dai,youmeng,cn,28695,2601,1164.24,1
Hao Kai,Xiang,HaoKai,cn,28696,2602,1164.24,1
Hao,Lan,Pgggggg,cn,28697,2603,1164.24,1
Jun Jie,Gan,ChouD1,cn,20002,1984,2542.02,2
Minh,Sang Ngo Tan,WhoYoou,de,59497,2881,121.54,1
Jakob,Juul,EloKratz,dk,5369,148,22577.96,14
Sebastian,Robak,niQ,pl,6431,126,17764.62,41
Michal,Duchoň,Odstranovac,sk,8702,20,11462.29,14
Vojtěch,Kratěna,Dirtgen,cz,23073,143,1930.02,14
Alejandro,Tabares,Neokaos,es,74561,1481,30.39,1
Ignasi,Ibáñez,Tremnek,es,21261,354,2256.37,5
Tom,Griffiths,SmokeyLemon﻿,gb,74562,2987,30.39,1
Renaud,Bronchart,NESK,be,57669,362,141.05,1
Livio,Stampetta,nimble,it,57670,548,141.05,1
Nicolas,Thielemans,sholva,be,57671,363,141.05,1
Michael,De Keyser,deka,be,47596,295,285.20,2
-,-,gore,be,57672,364,141.05,1
Farid,Berrabah,FARID,fr,27282,1095,1302.55,9
Said,Ben,keitaro,fr,51681,2240,216.60,2
Najib,Salhi,Najib,fr,47218,2029,295.79,3
Mickaël,Lefort,saiiven,fr,38133,1622,560.92,6
Pascal,Rouanet,BaaL,fr,36070,1513,659.10,7
Samuel,Keller,DkG,fr,34113,1424,759.10,8
Audric,Jug,JaCkz,fr,713,22,209062.75,74
Benjamin,Mouton,Skall,fr,28679,1142,1165.27,11
Tanguy,Versace,SLP,fr,42019,1815,420.45,5
Thomas,Lejeune,SAP,fr,36438,1538,635.60,4
Julien,Meunier,B0b,fr,57907,2529,138.85,1
Bo,Vestergaard,wantz,dk,9395,233,10166.79,32
Amin,Mezher,Amin,se,22360,732,2006.67,5
Fabian,Schubert,Exileh,de,4347,166,30143.40,18
Steve,Hackl,Sixx,at,26794,131,1377.38,7
Reece,Bloom,Bloominator,us,32960,6352,830.00,4
Erik,Flom,fl0m,us,4184,842,31875.24,44
William,Griffith,Sh0ts,us,24031,4674,1750.00,6
Mike,Grzesiek,shroud,ca,472,15,293100.73,81
Christopher,Guzman,Bubbles,us,62629,12383,100.00,2
Jason,Choe,Zelniq,us,68189,13602,60.00,1
Andre,Hengchua,Gretorp,us,75033,15360,30.00,2
Jacob,Winstead,LzGaMeR,us,40704,7904,474.91,9
Josué,Sauvageau,Fayth,ca,78582,2533,20.00,1
Marek,Kadek,.PhP,sk,8413,18,12031.16,31
Adam,Maśnik,Adamsk1,pl,51038,963,225.96,2
Przemyslaw,Ciborek,ngo,pl,53400,1016,200.00,1
Pär,Viktorsson,trance,se,20550,672,2446.14,3
Henrik,Eklundh,Telsek,se,23253,753,1891.02,3
Daniel,Attermann,AttermanN,dk,26301,562,1440.38,4
-,-,Daniel,de,63400,3091,92.06,1
-,-,WoBWoB,us,57050,11259,150.00,1
Anton,Bischoff-Fredrick,sleet,us,38273,7392,554.09,5
Matthew,Kramer,RemarK,us,62679,12407,100.00,1
-,-,DayaL,us,51158,9966,225.00,2
-,-,Ender,us,62687,12411,100.00,1
-,-,Creative,us,68209,13610,60.00,1
-,-,charlie,us,68210,13611,60.00,1
-,-,JayWag,us,68211,13612,60.00,1
-,-,NastyNate,us,66375,13185,70.50,2
Stephen,Schnieder,sWs,us,43255,8384,393.65,4
Steven,Reni,Oxygen,us,67862,13489,60.00,1
-,-,cheesfactory,us,67864,13490,60.00,1
-,-,Pseudorandom,us,64237,12711,85.00,2
-,-,chillatech,us,72166,14638,40.00,1
-,-,Niv,us,72170,14641,40.00,1
-,-,Paperboat,us,63140,12489,95.00,2
-,-,MisoSoup,us,72174,14643,40.00,1
-,-,Hatefiend,us,72176,14644,40.00,1
-,-,wonkman,us,72177,14645,40.00,1
-,-,HeroSS,us,72178,14646,40.00,1
-,-,NightToad,us,72179,14647,40.00,1
Mikko,Fallström,fAlsu,fi,29847,427,1036.80,10
Bruno,Rintamäki,MDL,fi,39111,572,510.38,5
Sami,Kuivala,SAMITSKY,fi,14634,210,4804.77,16
Toni,Lampinen,toniii,fi,63557,1138,90.62,2
Topi,Mettälä,Munakas,fi,67153,1263,65.26,1
Eetu,Heino,nyby,fi,63558,1139,90.62,2
Miika,Andersson,MiiKATS,fi,67154,1264,65.26,1
Santtu,Puhakka,MAUKKiS,fi,44645,667,348.74,3
Miska,Jokikokko,PIKSELI,fi,43994,651,368.71,3
Arttu,Nikkilä,APE,fi,28959,412,1134.52,8
Ville,Valonen,VILZU,fi,43370,637,388.86,5
Carson,Holt,classified,us,14104,2811,5010.00,13
Justin,Mckay,heatwave,us,15488,3091,4260.00,13
Ryan,Romba,ry9n,us,13119,2634,5800.00,13
Alexandre,Lebrun,Aks,ca,20630,646,2424.56,14
Hermes,Freire,FMB,ca,21752,677,2152.89,13
Jean-Samuel,Bédard,Darkskyy,ca,55178,1659,170.00,2
Stephan,Vezina,vEz,ca,14860,459,4642.99,15
Mike,Baker,de_ciple,us,15219,3046,4421.86,17
Sebastian Cornel,Pusta,Shakalets,ro,58185,245,134.88,1
Ivan,Trubin,Drako,ru,58071,2261,136.36,1
Tommy,Zhang,zRusher,us,42560,8229,400.00,4
Alex,Chui,standard,us,61712,12073,100.00,1
Martin,Holm,woodi,dk,21657,468,2180.41,10
Emil,Buchwald,soga,dk,32607,656,858.05,7
Troels,Magnussen,Zoop,dk,26742,568,1383.81,10
Morten,Ottosen,zeeth,dk,34080,681,762.03,8
Niclas,Putero,xeron,se,31729,1010,932.17,4
-,-,MVZ,se,40438,1294,486.50,1
John,Ide,cracken,de,13668,578,5364.41,9
Markus,Reithoffer,wiSe,de,24061,1045,1740.73,2
Wei,Ding,Jaystar,cn,36116,3098,655.63,2
Cristian,Rosales,Cris,mx,5756,25,20587.78,27
Ashlin,Mudaly,icesalmon,us,15885,3152,4050.00,5
Bobby,Moyini,sickness,us,25207,4864,1560.00,4
Steve,Grasle,grasle,us,32058,6176,900.00,3
-,-,NightBoy,sg,49201,406,250.00,1
Marc,Woolrych,nexiz,dk,17850,387,3241.04,15
Ian,Molander,molander,se,33205,1048,809.28,4
Najim,Mounib,moderatioN,fr,40790,1749,468.88,3
Christoffer,Gundersen,stofqaz,dk,33677,674,798.44,5
Y,Teofimov,1nff,ru,50157,1917,240.00,2
Konstantin,Istomin,Fr0st,ua,16643,169,3736.21,14
Ievgen,Petrukhno,kekc,ua,10015,115,9271.40,34
Dmytro,Petrukhno,raz0r,ua,10533,119,8467.02,28
Demyan,Zemskiy,blade,ru,12257,430,6569.12,14
Dmitry,Slepchenko,HEAD,ru,23879,887,1770.76,5
Andrey,Desyatkin,junitto,ru,33968,1266,770.25,4
Ilyas,Gadjiyahyaev,transik,ua,56702,557,150.00,1
-,-,itzo,ua,56704,558,150.00,1
-,-,painh,ua,56705,559,150.00,1
Eugeny,Zametaev,hiddii,ru,56706,2174,150.00,1
-,-,blanj,ru,56709,2175,150.00,1
-,-,MrFuckYou,ru,56712,2176,150.00,1
Ho Seong,Lee,Duke,kr,98,2,954620.62,27
Yang Hyun,Kang,BaeMe,kr,1941,294,77979.35,11
Jae Woo,Jeong,Ondal,kr,29171,2264,1110.70,1
Sang Hyun,Lee,Chaser,kr,6515,786,17499.57,17
Dong Hyun,Kim,Utan E,kr,33725,2532,793.36,1
Ban Seok,Choi,MuMu,kr,29172,2265,1110.70,1
Sung Joon,Jin,Mystic,kr,783,118,189265.81,21
Young Min,Yoon,Peng,kr,33726,2533,793.36,1
Gyeong Hwan,Jang,MaRin,kr,672,107,219660.30,16
Min Jae,Shin,Vin,kr,17057,1571,3540.03,4
Seok Hyun,Lee,asd,kr,29173,2266,1110.70,1
Si Hyun,Lim,MyLittlePony,kr,29174,2267,1110.70,1
Yeong In,Noh,Gamsu,kr,2597,377,56925.13,14
Hui Chan,Kim,Rock,kr,20061,1754,2523.43,4
Dong Hyeon,Kim,Nova,kr,14940,1427,4589.40,5
Yong Yeon,Kim,Kite,kr,28175,2215,1204.90,2
Seok Ho,Gwak,Jelly,kr,28176,2216,1204.90,2
In Chul,Jeong,Chop,kr,83763,3890,0.00,1
Ji Hwan,Kim,savilla,kr,83769,3891,0.00,1
-,-,Plls,kr,83777,3892,0.00,1
Hyeong Jin,Kim,Its now,kr,83788,3893,0.00,1
Sang Hyeon,Lee,gi bao,kr,83795,3894,0.00,1
Martin,Gonçalves,Espeon,br,9943,324,9389.02,9
Pedro,Marcari,LEP,br,5884,185,20003.56,24
Thiago,Utino,TinOwns,br,5804,181,20343.01,24
Rodrigo,Haddad,Digolera,br,19621,683,2667.53,7
Daniel,Dias,dans,br,7754,245,13695.28,13
Arlindo,Neto,Element,br,21443,763,2227.49,6
Alexandre,von Flach,Piolho,br,24203,859,1711.01,3
Arthur,Rossoni,frosty,br,27330,974,1300.00,2
Eulio,Rudá,Korvac,br,27331,975,1300.00,2
Rodrigo,Rodrigues,Kalec,br,19560,680,2692.75,7
Guilherme,Conti,Vash,br,20867,739,2372.55,11
Matteus,Pereira,AHK,br,49313,1717,250.00,1
Felipe,Paula,Kowiz,br,49317,1718,250.00,1
César,Ribeiro,Macro,br,49321,1719,250.00,1
Pedro,Vilarinho,Ziriguidun,br,13348,438,5603.11,11
Matheus,Borges,Mylon,br,4031,122,33230.04,24
Gabriel,Henud,Revolta,br,3485,102,39983.40,32
Guilherme,Neves,Snowlz,br,11149,364,7703.53,10
Raphael,Nether,Haelz,br,49339,1720,250.00,1
Caio,Almeida,Loop,br,5283,160,23060.05,27
Leandro,Lisboa,Fox,br,38266,1333,554.17,3
Luan,Cardoso,Jockster,br,4040,123,33142.81,21
Adrian,Romero,Mandiocaa,br,41245,1429,450.00,2
Micael,Rodrigues,micaO,br,3420,100,40721.96,25
Lucas,Pitchon,placeNt,br,49361,1721,250.00,1
-,-,Domy,br,49364,1722,250.00,1
Bruno,Campello,bnt,br,47889,1662,278.57,2
Jonathan,Nascimento,Jow,br,49373,1723,250.00,1
Roberto,Buzzoleti,Anjinho,br,35600,1255,686.44,3
Rafael,Peres,Rafes,br,11080,361,7786.26,7
Diogo,Neves,Volcan,br,18596,631,3000.00,2
Mateus,Vieira,yeTz,br,18020,609,3186.94,3
Gustavo,Franco,Gutso,br,20258,706,2500.00,1
Gabriel,Souza,MiT,br,21977,786,2100.00,2
Taylo,dos Santos Madeira,Tittu,br,21978,787,2100.00,2
Victor,Pontes,Piru,br,30618,1086,1000.00,1
Gustavo,Cima,Gstv1,br,30621,1087,1000.00,1
Erik,Bergqvist,berra,se,19512,645,2705.53,5
Christiopher,Broman,Outsidah,se,41585,1329,437.77,2
Jesper,Bergqvist,bequ,se,37720,1191,587.14,2
Robin,Björk,Kaela,se,28193,906,1200.11,4
John,Haidic,Kvirre,se,47462,1529,288.39,1
Jesper,Lundmark,RAPIDEN,se,47463,1530,288.39,1
-,-,kojz,se,37584,1182,596.27,2
Stefan,Marklund,exey,se,34916,1107,722.84,2
Viktor,Kandre,Zitron,se,48767,1574,258.14,1
Samuel,Risberg,kazien,se,29986,961,1021.59,3
Michael,Lundqvist,Nevb,se,32571,1033,860.48,5
Oscar,Matsson,hawkN,se,47124,1510,298.75,1
-,-,chadwick,se,47125,1511,298.75,1
-,-,ebot,se,34057,1070,763.45,2
Johannes,Övregård,kastrow,se,41369,1323,447.02,2
-,-,overgrad,se,57116,1779,149.38,1
-,-,fax,se,41370,1324,447.02,2
Chong Yu,Lo,Sarsky,tw,27784,457,1250.00,1
Phongsak,Charoenchai,Admiration,th,42143,711,416.67,1
Phạm,Đức Đạt,SAI,vn,39116,590,510.07,2
William,Lee,Blitz,us,5245,1056,23303.93,7
Corey,Wright,Corey,us,5248,1057,23277.26,6
Kevin,Godec,Purge,us,5603,1117,21335.11,5
Steven,Cheng,Eosin,us,5181,1047,23737.26,8
Ryo,Hasegawa,Ryo,ph,577,12,254448.28,26
Andrew,Evelynn,jubei,ca,5967,198,19870.83,24
Danny,Keote,Danny,ca,24140,741,1722.87,2
Hendrik,Mendez,Karakal Jr,es,21042,351,2326.58,7
Marcel,Zimmer,JohnShaft,de,39796,1852,500.00,1
David-Leonardo,Morkore,Bacon,dk,39799,776,500.00,1
Cedric,Wildenhues,cosmIQ,de,33208,1504,808.52,5
Felix,Bos,Garox,hu,39804,134,500.00,1
Kevin,Nguyen,lilkvn,us,62305,12265,100.00,1
David,Krenböck,Hefty Schlumpf,at,39808,226,500.00,1
Etienne,Michels,Steve,fr,13795,550,5253.71,12
Marcin,Radzewicz,Wolfz,pl,16716,303,3700.00,4
Mateusz,Karczewski,Jokieez,pl,12794,238,6045.48,27
Marek,Dziemian,MenQ,pl,34586,610,747.78,5
Andy,Zoller,Zoller,fr,38282,1631,553.43,2
Geoffrey,Durand,Geogeo,fr,38283,1632,553.43,2
Kun,Fang,iDream,cn,1303,181,114037.16,36
Noa,Sison,npromsiri,ca,32256,928,890.00,2
Shao,Kang Li,Shao,us,32257,6238,890.00,2
Will,Kim,cat8,kr,32259,2462,890.00,2
Joseph,Wu,miwi,us,27563,5325,1270.00,6
Steffen,Hentschel,Faamy,de,18762,814,2993.58,7
Stefan,Wagner,Wollelol,de,30796,1366,1000.00,1
Yasin,Es,ReostA,tr,11200,84,7647.41,5
Serkan,Ülkücü,LongQ,tr,9800,64,9649.06,12
Aral,Norman,Halpern,tr,15837,137,4092.69,6
Hasan,Sefa Ozalp,NasesUyno,tr,19292,182,2785.51,2
Onur,Aksu,Lethilion,tr,16218,146,3947.63,3
Atakan,Aydın,Crystal,tr,4376,28,29995.96,18
Ferit,Karakaya,WrisTCutter,tr,18337,179,3061.31,10
Ercan,Bozkurt,TrieLBaenRe,tr,7859,45,13406.46,9
Batu,Keleş,Rutsel,tr,29834,291,1039.23,1
Furkan,Güngör,Stomaged,tr,3496,19,39860.75,15
-,-,Estike,cn,12296,1300,6519.75,1
-,-,Sologesang,de,5252,202,23250.03,5
Xuan,Zhang,1816,cn,24686,2336,1629.94,1
Ming Yu,Yang,Ycc,cn,16359,1667,3867.88,3
François-Xavier,Collinet,falco,fr,33678,1400,798.24,5
Tristan,Jouanne,TDSI,fr,29144,1180,1114.00,4
Steve,Cohen,jArOd,fr,11743,463,7042.19,27
-,-,Fouuu,fr,63837,2881,89.16,1
-,-,Goze,fr,63838,2882,89.16,1
Thomas,Belhassen,blacknight,fr,19693,788,2644.21,19
Fabien,Maronnaud,liH,fr,35012,1465,714.96,3
Yann,Poiriel,sM,fr,55112,2397,171.31,1
Jéröme,Parot,DeluxeN,fr,55113,2398,171.31,1
Lionel,P.,ReL,fr,55114,2399,171.31,1
Carl-Philipp,Harmant,carl,fr,62889,2810,97.89,1
Franck,Roué,Fr3d,fr,62890,2811,97.89,1
Marc-Antoine,Remy,blk,fr,62891,2812,97.89,1
Guillaume,Bakaga,Blqcko,fr,34703,1446,738.13,3
Nabil,Ouache,aXION,fr,34009,1417,767.18,4
Vincent,Courquet,Did,fr,33907,1410,775.33,3
Jessy,Delbe Limery,JES,fr,50729,2182,231.68,1
Sofiane,Hébrard,SofianH,fr,19280,764,2793.73,6
Rémi,Poilblanc,instanz,fr,15451,613,4296.29,19
Philippe,Rodier,faculty,fr,22062,894,2084.14,6
Aurélien,Guinard,dafunk,fr,18137,721,3131.04,11
Kévin,Kourane,maverick,fr,32381,1334,877.66,6
Kévin,Dang,kUtA,fr,26803,1078,1375.03,5
Mathieu,Onillon,skelp,fr,33832,1407,781.33,4
Ludovic,Martin,Shokkk,fr,6426,252,17786.85,32
Loïc,Péron,RegnaM,fr,5133,187,23992.95,39
Gautier,Laurent,AsP-,fr,12437,490,6392.46,18
Matthieu,Dalmaso,mateOo-,fr,7692,294,13833.26,31
Michiel,Singh,Flex0r,be,57375,360,144.15,1
Floran,Thoumelin,crZ-,fr,10746,426,8192.21,18
Geoffroy,Cannesson,fRoyGe,fr,27289,1096,1301.90,8
-,-,AZ,fr,47535,2049,286.84,1
-,-,eSprex,fr,44114,1888,363.86,2
Muzy,Antoine,Tonuz,fr,33007,1362,826.22,5
-,-,Rodo,fr,39247,1695,501.44,1
Jérôme,Michon,Soulm8,fr,26035,1055,1485.05,4
Karim,Ben Amor,Krumpze,ch,12450,27,6378.52,21
Allan,Lopez,eNk1or,fr,20902,848,2362.64,9
-,-,killou,fr,36074,1514,658.57,6
Sébastien,Janssen,janssen,be,23071,120,1930.88,8
Nicolas,Brenat,luMpy,fr,19077,756,2857.46,11
Clément,Drouaire,MAS,fr,20124,809,2505.20,7
Janko,Paunović,YNk,rs,23820,62,1784.82,9
Viktor,Dyankov,v1c7oR,bg,759,7,195466.27,109
Emiliyan,Dimitrov,spyleadeR,bg,3877,19,34849.77,65
Andrei,Pascu,Odoamne,ro,1007,4,150958.26,33
Fabian,Diepstraten,Febiven,nl,1483,16,100449.00,32
Petter,Freyschuss,Hjärnan,se,939,58,160818.80,33
Jannik,Markert,PhantomJo,de,19012,826,2888.34,23
Georgios,Skarafigkas,lNightmare,gr,22875,63,1986.34,15
Mirco,Janke,Snow,de,19412,840,2743.80,24
Josef,Schusteritsch,SunnyXX,at,16240,58,3931.57,35
Maximiliam,Lammel,Bonaparte,de,24461,1062,1667.37,12
Markus,Mühmel,Fears Revenge,de,44717,2091,345.68,3
Tristan,Schrage,PowerOfEvil,de,1284,33,115133.73,28
Scott,Sidney,Sir Scott,gb,18890,649,2928.78,8
David,Terp,Qunnsk,dk,25088,543,1586.49,7
Paweł,Pruski,Woolite,pl,1577,31,95313.46,70
Mikołaj,Wyspiański,Elendix,pl,19845,357,2596.28,17
Jonnie,Hansson,Ginsu,se,40663,1301,475.81,3
Martin,Ždych,Cavalier,cz,34981,224,717.22,4
-,-,GladIQ,cz,33989,220,768.69,5
Vladimír,Durcík,Miah,sk,21037,45,2329.23,15
Václav,Šrajer,WorstAdcWest,cz,15609,79,4202.95,29
Matous,Gibl,LooLaa,cz,24418,154,1677.85,12
Jungroan,Lin,Jezie,ca,27935,826,1240.00,4
Greyson,Gilmer,goldenglue,us,5279,1060,23082.23,19
Brian,Nguyen,RicheRich,us,36244,7008,650.00,2
Will,Bottrell,Zaineking,us,43148,8371,400.00,1
Kevin,Jeon,Kez,us,7862,1579,13400.00,12
Patrick,Lefort,Patou,ca,19702,624,2640.00,6
Jamie,Gallagher,Sheep,ca,7551,242,14213.34,16
Richard,Pilkington,Get Snuggled,us,30147,5788,1000.00,4
Barry,Ng,microlatios,sg,23371,170,1867.28,4
Parsa,Baghai,Frostalicious,us,28121,5450,1212.50,3
-,-,baottousai,us,36162,6977,650.00,2
Mike,Fiondella,Sphinx,us,49092,9451,250.00,1
Lawrence,Amador,Trance,ca,8334,272,12216.67,9
Andrew,Stark,Mikasa,us,11633,2324,7180.00,5
Alex,Xiong,alextheman,us,37054,7153,600.00,2
Rashad,Roitman,tic,ca,49103,1457,250.00,1
Ricardo,Costa,CRMJ,gb,44126,1602,363.13,2
Daniel,Boundy,danielsan,gb,27668,965,1254.08,6
James,Littlewood,redSNK,gb,12377,437,6439.61,34
Decclan,Tobin,decclan,gb,29701,1039,1051.90,8
Konstantinos,Theodoropoulos,tsack,gr,8837,23,11221.98,27
Eamon,Drea,cAUzEd,gb,15479,532,4268.68,15
Connor,Blomfield,Sliggy,gb,25379,872,1530.26,10
Henry,Greer,HenryG,gb,6135,227,18986.20,38
Jake,Forsey,Rotcod,gb,50308,1835,239.52,2
Michael,O'Brien,nEtt1k,us,44192,8547,360.00,1
Cody,Tyson,nosyt,us,36870,7123,610.00,2
Anthony,Manosca,djibouti,us,21834,4260,2130.00,5
Daniel,Whaley,impsta,us,16681,3307,3715.00,13
Brennan,Webster,ele1Nt,ca,13611,423,5400.00,5
